,goal combination,count,pick count
356,"['7 Different Unused Keys in Gerudo Training Grounds', 'Defeat 4 Different Iron Knuckles', 'Goron Tunic', 'Open All 6 Gold Rupee Chests']",1,1
357,"['7 Different Unused Keys in Gerudo Training Grounds', 'Defeat 4 Different Iron Knuckles', 'Eponas Song', 'Open All 6 Gold Rupee Chests']",1,1
358,"['Defeat 4 Different Iron Knuckles', 'Eponas Song', 'Goron Tunic', 'Open All 6 Gold Rupee Chests']",1,1
359,"['7 Different Unused Keys in Gerudo Training Grounds', 'Defeat 4 Different Iron Knuckles', 'Eponas Song', 'Goron Tunic']",1,1
360,"['7 Different Unused Keys in Gerudo Training Grounds', 'Eponas Song', 'Goron Tunic', 'Open All 6 Gold Rupee Chests']",1,1
361,"['1 Skulltula from each Adult Dungeon', 'Dins Fire', 'Gerudos Card', 'Water Medallion']",1,1
362,"['1 Skulltula from each Adult Dungeon', 'Gerudos Card', 'Open 3 Gold Rupee Chests', 'Water Medallion']",1,1
363,"['Dins Fire', 'Gerudos Card', 'Open 3 Gold Rupee Chests', 'Water Medallion']",1,1
364,"['1 Skulltula from each Adult Dungeon', 'Dins Fire', 'Open 3 Gold Rupee Chests', 'Water Medallion']",1,1
365,"['1 Skulltula from each Adult Dungeon', 'Dins Fire', 'Gerudos Card', 'Open 3 Gold Rupee Chests']",1,1
366,"['1 Skulltula from each Adult Dungeon', 'Dins Fire', 'Gerudos Card', 'Open 3 Gold Rupee Chests', 'Water Medallion']",1,1
367,"['Exactly 20 Deku Sticks', 'Longshot']",1,1
368,"['6 Compasses', 'Exactly 20 Deku Sticks']",1,1
369,"['6 Compasses', 'Light Arrows']",1,1
370,"['Exactly 20 Deku Sticks', 'Light Arrows']",1,1
371,"['Exactly 20 Deku Sticks', 'Open All 6 Gold Rupee Chests']",1,1
372,"['Light Arrows', 'Open All 6 Gold Rupee Chests']",1,1
373,"['3 Swords & 3 Shields', '7 Compasses']",1,1
374,"['15 Different Skulltulas', '3 Swords & 3 Shields']",1,1
375,"['3 Swords & 3 Shields', 'Quiver (50)']",1,1
376,"['15 Different Skulltulas', 'Quiver (50)']",1,1
377,"['6 Compasses', 'Longshot']",1,1
378,"['15 Different Skulltulas', 'Map & Compass in Dodongos Cavern', 'Quiver (50)']",1,1
379,"['15 Different Skulltulas', '3 Swords & 3 Shields', 'Quiver (50)']",1,1
380,"['15 Different Skulltulas', '7 Compasses', 'Quiver (50)']",1,1
381,"['3 Swords & 3 Shields', '7 Compasses', 'Quiver (50)']",1,1
382,"['15 Different Skulltulas', '3 Swords & 3 Shields', 'Map & Compass in Dodongos Cavern']",1,1
383,"['15 Different Skulltulas', '7 Compasses', 'Map & Compass in Dodongos Cavern']",1,1
384,"['15 Different Skulltulas', '3 Swords & 3 Shields', '7 Compasses']",1,1
385,"['3 Swords & 3 Shields', 'Map & Compass in Dodongos Cavern', 'Quiver (50)']",1,1
386,"['3 Swords & 3 Shields', '7 Compasses', 'Map & Compass in Dodongos Cavern']",1,1
387,"['6 Compasses', 'Longshot', 'Open All 6 Gold Rupee Chests']",1,1
388,"['6 Compasses', 'Light Arrows', 'Open All 6 Gold Rupee Chests']",1,1
389,"['Exactly 20 Deku Sticks', 'Longshot', 'Open All 6 Gold Rupee Chests']",1,1
390,"['6 Compasses', 'Exactly 20 Deku Sticks', 'Open All 6 Gold Rupee Chests']",1,1
391,"['Light Arrows', 'Longshot', 'Open All 6 Gold Rupee Chests']",1,1
392,"['Exactly 20 Deku Sticks', 'Light Arrows', 'Open All 6 Gold Rupee Chests']",1,1
393,"['6 Compasses', 'Exactly 20 Deku Sticks', 'Light Arrows']",1,1
394,"['Exactly 20 Deku Sticks', 'Light Arrows', 'Longshot']",1,1
395,"['6 Compasses', 'Light Arrows', 'Longshot']",1,1
396,"['6 Compasses', 'Exactly 20 Deku Sticks', 'Longshot']",1,1
397,"['7 Different Unused Keys in Gerudo Training Grounds', 'Defeat 4 Different Iron Knuckles', 'Eponas Song', 'Goron Tunic', 'Open All 6 Gold Rupee Chests']",1,1
398,"['7 Compasses', 'Beat the Forest Temple', 'Both HPs in Lost Woods', 'Map & Compass in Shadow Temple']",1,1
399,"['7 Compasses', 'Both HPs in Lost Woods', 'Map & Compass in Shadow Temple', 'Open 2 Boss Key Doors']",1,1
400,"['7 Compasses', 'Beat the Forest Temple', 'Both HPs in Lost Woods', 'Open 2 Boss Key Doors']",1,1
401,"['7 Compasses', 'Beat the Forest Temple', 'Map & Compass in Shadow Temple', 'Open 2 Boss Key Doors']",1,1
402,"['Beat the Forest Temple', 'Both HPs in Lost Woods', 'Map & Compass in Shadow Temple', 'Open 2 Boss Key Doors']",1,1
403,"['Beat the Forest Temple', 'Both HPs in Lost Woods', 'Map & Compass in Shadow Temple']",1,1
404,"['Both HPs in Lost Woods', 'Map & Compass in Shadow Temple', 'Open 2 Boss Key Doors']",1,1
405,"['Beat the Forest Temple', 'Both HPs in Lost Woods', 'Open 2 Boss Key Doors']",1,1
406,"['Beat the Forest Temple', 'Map & Compass in Shadow Temple', 'Open 2 Boss Key Doors']",1,1
407,"['7 Compasses', 'Both HPs in Lost Woods', 'Map & Compass in Shadow Temple']",1,1
408,"['7 Compasses', 'Beat the Forest Temple', 'Both HPs in Lost Woods']",1,1
409,"['7 Compasses', 'Beat the Forest Temple', 'Map & Compass in Shadow Temple']",1,1
410,"['7 Compasses', 'Both HPs in Lost Woods', 'Open 2 Boss Key Doors']",1,1
411,"['7 Compasses', 'Beat the Forest Temple', 'Open 2 Boss Key Doors']",1,1
412,"['3 Shields', 'Beat the Water Temple', 'Defeat Meg (purple Poe)', 'Giants Knife', 'Open All 6 Gold Rupee Chests']",1,1
413,"['Both HPs in Lost Woods', 'Map & Compass in Shadow Temple']",1,1
414,"['Beat the Forest Temple', 'Both HPs in Lost Woods']",1,1
415,"['Beat the Forest Temple', 'Map & Compass in Shadow Temple']",1,1
416,"['Beat the Forest Temple', 'Open 2 Boss Key Doors']",1,1
417,"['7 Compasses', 'Beat the Forest Temple']",1,1
418,"['3 Shields', 'Beat the Water Temple', 'Giants Knife', 'Open All 6 Gold Rupee Chests']",1,1
419,"['3 Shields', 'Beat the Water Temple', 'Defeat Meg (purple Poe)', 'Giants Knife']",1,1
420,"['3 Shields', 'Beat the Water Temple', 'Defeat Meg (purple Poe)', 'Open All 6 Gold Rupee Chests']",1,1
421,"['Beat the Water Temple', 'Defeat Meg (purple Poe)', 'Giants Knife', 'Open All 6 Gold Rupee Chests']",1,1
422,"['3 Shields', 'Defeat Meg (purple Poe)', 'Giants Knife', 'Open All 6 Gold Rupee Chests']",1,1
423,"['Beat the Water Temple', 'Giants Knife', 'Open All 6 Gold Rupee Chests']",1,1
424,"['Beat the Water Temple', 'Defeat Meg (purple Poe)', 'Giants Knife']",1,1
425,"['Beat the Water Temple', 'Defeat Meg (purple Poe)', 'Open All 6 Gold Rupee Chests']",1,1
426,"['3 Shields', 'Beat the Water Temple', 'Giants Knife']",1,1
427,"['3 Shields', 'Beat the Water Temple', 'Open All 6 Gold Rupee Chests']",1,1
428,"['3 Shields', 'Beat the Water Temple', 'Defeat Meg (purple Poe)']",1,1
429,"['3 Shields', 'Giants Knife', 'Open All 6 Gold Rupee Chests']",1,1
430,"['3 Shields', 'Defeat Meg (purple Poe)', 'Giants Knife']",1,1
431,"['3 Shields', 'Defeat Meg (purple Poe)', 'Open All 6 Gold Rupee Chests']",1,1
432,"['4 Compasses', 'Open All 6 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
433,"['4 Compasses', 'Obtain all 5 Small Keys in Shadow Temple', 'Spirit Temple Boss Key']",1,1
434,"['Obtain all 5 Small Keys in Shadow Temple', 'Open All 6 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
435,"['Defeat Meg (purple Poe)', 'Giants Knife', 'Open All 6 Gold Rupee Chests']",1,1
436,"['4 Compasses', 'Bolero of Fire', 'Open All 6 Gold Rupee Chests']",1,1
437,"['4 Compasses', 'Bolero of Fire', 'Spirit Temple Boss Key']",1,1
438,"['Bolero of Fire', 'Obtain all 5 Small Keys in Shadow Temple', 'Spirit Temple Boss Key']",1,1
439,"['Bolero of Fire', 'Obtain all 5 Small Keys in Shadow Temple', 'Open All 6 Gold Rupee Chests']",1,1
440,"['4 Compasses', 'Bolero of Fire', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
441,"['Bolero of Fire', 'Open All 6 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
442,"['Bolero of Fire', 'Spirit Temple Boss Key']",1,1
443,"['Bolero of Fire', 'Open All 6 Gold Rupee Chests']",1,1
444,"['4 Compasses', 'Bolero of Fire']",1,1
445,"['Bolero of Fire', 'Obtain all 5 Small Keys in Shadow Temple']",1,1
446,"['15 Different Skulltulas', '3 Swords & 3 Shields', '7 Compasses', 'Map & Compass in Dodongos Cavern', 'Quiver (50)']",1,1
447,"['3 Shields', 'Giants Knife']",1,1
448,"['3 Shields', 'Open All 6 Gold Rupee Chests']",1,1
449,"['3 Shields', 'Defeat Meg (purple Poe)']",1,1
450,"['Beat the Water Temple', 'Giants Knife']",1,1
451,"['3 Shields', 'Beat the Water Temple']",1,1
452,"['4 Compasses', 'Spirit Temple Boss Key']",1,1
453,"['Open All 6 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
454,"['Defeat Meg (purple Poe)', 'Giants Knife']",1,1
455,"['Obtain all 5 Small Keys in Shadow Temple', 'Spirit Temple Boss Key']",1,1
456,"['4 Compasses', 'Obtain all 5 Small Keys in Shadow Temple', 'Open All 6 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
457,"['4 Compasses', 'Bolero of Fire', 'Obtain all 5 Small Keys in Shadow Temple', 'Spirit Temple Boss Key']",1,1
458,"['4 Compasses', 'Bolero of Fire', 'Obtain all 5 Small Keys in Shadow Temple', 'Open All 6 Gold Rupee Chests']",1,1
459,"['Bolero of Fire', 'Obtain all 5 Small Keys in Shadow Temple', 'Open All 6 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
460,"['4 Compasses', 'Bolero of Fire', 'Open All 6 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
461,"['4 Compasses', 'Bolero of Fire', 'Obtain all 5 Small Keys in Shadow Temple', 'Open All 6 Gold Rupee Chests', 'Spirit Temple Boss Key']",1,1
462,"['500 Rupees', 'Bolero of Fire', 'Defeat Twinrova', 'Map & Compass in Fire Temple', 'Two Fairy Spells']",1,1
463,"['Bolero of Fire', 'Defeat Twinrova', 'Map & Compass in Fire Temple', 'Two Fairy Spells']",1,1
464,"['500 Rupees', 'Bolero of Fire', 'Defeat Twinrova', 'Two Fairy Spells']",1,1
465,"['500 Rupees', 'Defeat Twinrova', 'Map & Compass in Fire Temple', 'Two Fairy Spells']",1,1
466,"['500 Rupees', 'Bolero of Fire', 'Defeat Twinrova', 'Map & Compass in Fire Temple']",1,1
467,"['30 Different Skulltulas', 'Bolero of Fire', 'Requiem of Spirit']",1,1
468,"['6 Compasses', 'Bolero of Fire', 'Requiem of Spirit']",1,1
469,"['30 Different Skulltulas', '6 Compasses', 'Requiem of Spirit']",1,1
470,"['30 Different Skulltulas', 'Bolero of Fire', 'Nayrus Love']",1,1
471,"['6 Compasses', 'Bolero of Fire', 'Nayrus Love']",1,1
472,"['30 Different Skulltulas', '6 Compasses', 'Nayrus Love']",1,1
473,"['Bolero of Fire', 'Nayrus Love', 'Requiem of Spirit']",1,1
474,"['30 Different Skulltulas', 'Nayrus Love', 'Requiem of Spirit']",1,1
475,"['6 Compasses', 'Nayrus Love', 'Requiem of Spirit']",1,1
476,"['500 Rupees', 'Bolero of Fire', 'Map & Compass in Fire Temple', 'Two Fairy Spells']",1,1
477,"['30 Different Skulltulas', '6 Compasses', 'Bolero of Fire', 'Requiem of Spirit']",1,1
478,"['30 Different Skulltulas', '6 Compasses', 'Bolero of Fire', 'Nayrus Love']",1,1
479,"['30 Different Skulltulas', 'Bolero of Fire', 'Nayrus Love', 'Requiem of Spirit']",1,1
480,"['6 Compasses', 'Bolero of Fire', 'Nayrus Love', 'Requiem of Spirit']",1,1
481,"['30 Different Skulltulas', '6 Compasses', 'Nayrus Love', 'Requiem of Spirit']",1,1
482,"['All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple']",1,1
483,"['4 Unused Keys in Forest Temple', 'All 8 Zoras Domain area Skulltulas']",1,1
484,"['All 8 Zoras Domain area Skulltulas', 'Quiver (40)']",1,1
485,"['All 8 Zoras Domain area Skulltulas', 'Dins Fire']",1,1
486,"['4 Unused Keys in Forest Temple', 'Beat the Fire Temple']",1,1
487,"['30 Different Skulltulas', '6 Compasses', 'Bolero of Fire', 'Nayrus Love', 'Requiem of Spirit']",1,1
488,"['4 Unused Keys in Forest Temple', 'Map & Compass in Dodongos Cavern']",1,1
489,"['4 Unused Keys in Forest Temple', '5 Zora area HPs']",1,1
490,"['All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Quiver (40)']",1,1
491,"['All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Dins Fire']",1,1
492,"['All 8 Zoras Domain area Skulltulas', 'Dins Fire', 'Quiver (40)']",1,1
493,"['Both Rusty Switches in Spirit Temple', 'Dins Fire', 'Quiver (40)']",1,1
494,"['4 Unused Keys in Forest Temple', 'Both Rusty Switches in Spirit Temple', 'Dins Fire']",1,1
495,"['4 Unused Keys in Forest Temple', '5 Zora area HPs', 'Beat the Fire Temple']",1,1
496,"['4 Unused Keys in Forest Temple', '5 Zora area HPs', 'Map & Compass in Dodongos Cavern']",1,1
497,"['4 Unused Keys in Forest Temple', '5 Zora area HPs', 'All 3 Elemental Arrows']",1,1
498,"['4 Unused Keys in Forest Temple', 'All 8 Zoras Domain area Skulltulas', 'Dins Fire']",1,1
499,"['4 Unused Keys in Forest Temple', 'All 3 Elemental Arrows', 'Beat the Fire Temple']",1,1
500,"['4 Unused Keys in Forest Temple', 'All 3 Elemental Arrows', 'Map & Compass in Dodongos Cavern']",1,1
501,"['4 Unused Keys in Forest Temple', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
502,"['4 Unused Keys in Forest Temple', 'All 8 Zoras Domain area Skulltulas', 'Quiver (40)']",1,1
503,"['4 Unused Keys in Forest Temple', 'Both Rusty Switches in Spirit Temple', 'Quiver (40)']",1,1
504,"['4 Unused Keys in Forest Temple', 'All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple']",1,1
505,"['3 Tunics & 3 Boots', 'All 3 Kokiri Forest area Skulltulas', 'Beat the Fire Temple', 'Fairy Slingshot']",1,1
506,"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'All 3 Kokiri Forest area Skulltulas', 'Fairy Slingshot']",1,1
507,"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'Beat the Fire Temple', 'Fairy Slingshot']",1,1
508,"['1 Skulltula from each Adult Dungeon', 'All 3 Kokiri Forest area Skulltulas', 'Beat the Fire Temple', 'Fairy Slingshot']",1,1
509,"['10 Songs', 'Defeat Volvagia', 'Map & Compass in Ice Cavern']",1,1
510,"['10 Songs', '6 Maps', 'Defeat Volvagia']",1,1
511,"['10 Songs', '6 Maps', 'Map & Compass in Ice Cavern']",1,1
512,"['6 Maps', 'Defeat Volvagia', 'Map & Compass in Ice Cavern']",1,1
513,"['10 Songs', 'All 3 Kokiri Forest area Skulltulas', 'Defeat Volvagia']",1,1
514,"['10 Songs', 'All 3 Kokiri Forest area Skulltulas', 'Map & Compass in Ice Cavern']",1,1
515,"['10 Songs', '6 Maps', 'All 3 Kokiri Forest area Skulltulas']",1,1
516,"['All 3 Kokiri Forest area Skulltulas', 'Defeat Volvagia', 'Map & Compass in Ice Cavern']",1,1
517,"['6 Maps', 'All 3 Kokiri Forest area Skulltulas', 'Defeat Volvagia']",1,1
518,"['6 Maps', 'All 3 Kokiri Forest area Skulltulas', 'Map & Compass in Ice Cavern']",1,1
519,"['10 Songs', '6 Maps', 'Defeat Volvagia', 'Map & Compass in Ice Cavern']",1,1
520,"['10 Songs', 'All 3 Kokiri Forest area Skulltulas', 'Defeat Volvagia', 'Map & Compass in Ice Cavern']",1,1
521,"['10 Songs', '6 Maps', 'All 3 Kokiri Forest area Skulltulas', 'Defeat Volvagia']",1,1
522,"['10 Songs', '6 Maps', 'All 3 Kokiri Forest area Skulltulas', 'Map & Compass in Ice Cavern']",1,1
523,"['6 Maps', 'All 3 Kokiri Forest area Skulltulas', 'Defeat Volvagia', 'Map & Compass in Ice Cavern']",1,1
524,"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'All 3 Kokiri Forest area Skulltulas', 'Beat the Fire Temple']",1,1
525,"['500 Rupees', 'Bolero of Fire', 'Two Fairy Spells']",1,1
526,"['Bolero of Fire', 'Map & Compass in Fire Temple', 'Two Fairy Spells']",1,1
527,"['500 Rupees', 'Map & Compass in Fire Temple', 'Two Fairy Spells']",1,1
528,"['500 Rupees', 'Bolero of Fire', 'Map & Compass in Fire Temple']",1,1
529,"['Bolero of Fire', 'Defeat Twinrova', 'Map & Compass in Fire Temple']",1,1
530,"['500 Rupees', 'Bolero of Fire', 'Defeat Twinrova']",1,1
531,"['500 Rupees', 'Defeat Twinrova', 'Map & Compass in Fire Temple']",1,1
532,"['500 Rupees', 'Bolero of Fire']",1,1
533,"['Defeat Twinrova', 'Map & Compass in Fire Temple']",1,1
534,"['500 Rupees', 'Defeat Twinrova']",1,1
535,"['10 Songs', '6 Maps', 'All 3 Kokiri Forest area Skulltulas', 'Defeat Volvagia', 'Map & Compass in Ice Cavern']",1,1
536,"['Defeat Twinrova', 'Map & Compass in Fire Temple', 'Two Fairy Spells']",1,1
537,"['500 Rupees', 'Defeat Twinrova', 'Two Fairy Spells']",1,1
538,"['Bolero of Fire', 'Requiem of Spirit']",1,1
539,"['6 Compasses', 'Requiem of Spirit']",1,1
540,"['Bolero of Fire', 'Nayrus Love']",1,1
541,"['6 Compasses', 'Nayrus Love']",1,1
542,"['Nayrus Love', 'Requiem of Spirit']",1,1
543,"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'All 3 Kokiri Forest area Skulltulas', 'Beat the Fire Temple', 'Fairy Slingshot']",1,1
544,"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Defeat Barinade', 'Defeat Meg (purple Poe)']",1,1
545,"['5 Magic Beans', 'Beat Dodongos Cavern', 'Defeat Barinade', 'Defeat Meg (purple Poe)']",1,1
546,"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Beat Dodongos Cavern', 'Defeat Meg (purple Poe)']",1,1
547,"['1 Skulltula from each Adult Dungeon', 'Beat Dodongos Cavern', 'Defeat Barinade', 'Defeat Meg (purple Poe)']",1,1
548,"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Beat Dodongos Cavern', 'Defeat Barinade']",1,1
549,"['1 Skulltula from each Adult Dungeon', '3 Songs', '3 Tunics', 'All 8 Zoras Domain area Skulltulas']",1,1
550,"['1 Skulltula from each Adult Dungeon', '3 Songs', '3 Tunics', 'Free all 9 Gorons in Fire Temple']",1,1
551,"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 8 Zoras Domain area Skulltulas', 'Free all 9 Gorons in Fire Temple']",1,1
552,"['1 Skulltula from each Adult Dungeon', '3 Songs', 'All 8 Zoras Domain area Skulltulas', 'Free all 9 Gorons in Fire Temple']",1,1
553,"['3 Songs', '3 Tunics', 'All 8 Zoras Domain area Skulltulas', 'Free all 9 Gorons in Fire Temple']",1,1
554,"['Eponas Song', 'Goron Tunic', 'Open All 6 Gold Rupee Chests']",1,1
555,"['7 Different Unused Keys in Gerudo Training Grounds', 'Goron Tunic', 'Open All 6 Gold Rupee Chests']",1,1
556,"['7 Different Unused Keys in Gerudo Training Grounds', 'Eponas Song', 'Open All 6 Gold Rupee Chests']",1,1
557,"['7 Different Unused Keys in Gerudo Training Grounds', 'Eponas Song', 'Goron Tunic']",1,1
558,"['Defeat 4 Different Iron Knuckles', 'Eponas Song', 'Goron Tunic']",1,1
559,"['7 Different Unused Keys in Gerudo Training Grounds', 'Defeat 4 Different Iron Knuckles', 'Goron Tunic']",1,1
560,"['7 Different Unused Keys in Gerudo Training Grounds', 'Defeat 4 Different Iron Knuckles', 'Eponas Song']",1,1
561,"['Defeat 4 Different Iron Knuckles', 'Goron Tunic', 'Open All 6 Gold Rupee Chests']",1,1
562,"['Defeat 4 Different Iron Knuckles', 'Eponas Song', 'Open All 6 Gold Rupee Chests']",1,1
563,"['7 Different Unused Keys in Gerudo Training Grounds', 'Defeat 4 Different Iron Knuckles', 'Open All 6 Gold Rupee Chests']",1,1
564,"['7 Different Unused Keys in Gerudo Training Grounds', 'Goron Tunic']",1,1
565,"['7 Different Unused Keys in Gerudo Training Grounds', 'Eponas Song']",1,1
566,"['7 Different Unused Keys in Gerudo Training Grounds', 'Open All 6 Gold Rupee Chests']",1,1
567,"['Defeat 4 Different Iron Knuckles', 'Eponas Song']",1,1
568,"['7 Different Unused Keys in Gerudo Training Grounds', 'Defeat 4 Different Iron Knuckles']",1,1
569,"['Eponas Song', 'Goron Tunic']",1,1
570,"['Gerudos Card', 'Water Medallion']",1,1
571,"['Dins Fire', 'Water Medallion']",1,1
572,"['Open 3 Gold Rupee Chests', 'Water Medallion']",1,1
573,"['Gerudos Card', 'Open 3 Gold Rupee Chests']",1,1
574,"['Dins Fire', 'Open 3 Gold Rupee Chests']",1,1
575,"['1 Skulltula from each Adult Dungeon', 'Gerudos Card', 'Water Medallion']",1,1
576,"['Dins Fire', 'Gerudos Card', 'Water Medallion']",1,1
577,"['1 Skulltula from each Adult Dungeon', 'Dins Fire', 'Water Medallion']",1,1
578,"['Gerudos Card', 'Open 3 Gold Rupee Chests', 'Water Medallion']",1,1
579,"['1 Skulltula from each Adult Dungeon', 'Open 3 Gold Rupee Chests', 'Water Medallion']",1,1
580,"['1 Skulltula from each Adult Dungeon', 'Gerudos Card', 'Open 3 Gold Rupee Chests']",1,1
581,"['Dins Fire', 'Open 3 Gold Rupee Chests', 'Water Medallion']",1,1
582,"['Dins Fire', 'Gerudos Card', 'Open 3 Gold Rupee Chests']",1,1
583,"['1 Skulltula from each Adult Dungeon', 'Dins Fire', 'Open 3 Gold Rupee Chests']",1,1
584,"['1 Skulltula from each Adult Dungeon', '3 Songs', '3 Tunics', 'All 8 Zoras Domain area Skulltulas', 'Free all 9 Gorons in Fire Temple']",1,1
585,"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Beat Dodongos Cavern', 'Defeat Barinade', 'Defeat Meg (purple Poe)']",1,1
586,"['4 Unused Keys in Forest Temple', 'All 3 Elemental Arrows', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
587,"['4 Unused Keys in Forest Temple', '5 Zora area HPs', 'All 3 Elemental Arrows', 'Map & Compass in Dodongos Cavern']",1,1
588,"['4 Unused Keys in Forest Temple', '5 Zora area HPs', 'All 3 Elemental Arrows', 'Beat the Fire Temple']",1,1
589,"['4 Unused Keys in Forest Temple', 'All 8 Zoras Domain area Skulltulas', 'Dins Fire', 'Quiver (40)']",1,1
590,"['4 Unused Keys in Forest Temple', 'Both Rusty Switches in Spirit Temple', 'Dins Fire', 'Quiver (40)']",1,1
591,"['4 Unused Keys in Forest Temple', 'All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Dins Fire']",1,1
592,"['4 Unused Keys in Forest Temple', '5 Zora area HPs', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
593,"['4 Unused Keys in Forest Temple', 'All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Quiver (40)']",1,1
594,"['All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Dins Fire', 'Quiver (40)']",1,1
595,"['Beat Dodongos Cavern', 'Defeat Barinade', 'Defeat Meg (purple Poe)']",1,1
596,"['1 Skulltula from each Adult Dungeon', 'Defeat Barinade', 'Defeat Meg (purple Poe)']",1,1
597,"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Defeat Meg (purple Poe)']",1,1
598,"['5 Magic Beans', 'Defeat Barinade', 'Defeat Meg (purple Poe)']",1,1
599,"['5 Magic Beans', 'Beat Dodongos Cavern', 'Defeat Meg (purple Poe)']",1,1
600,"['5 Magic Beans', 'Beat Dodongos Cavern']",1,1
601,"['5 Magic Beans', 'Defeat Barinade']",1,1
602,"['1 Skulltula from each Adult Dungeon', '3 Songs']",1,1
603,"['3 Songs', '3 Tunics']",1,1
604,"['3 Songs', 'All 8 Zoras Domain area Skulltulas']",1,1
605,"['1 Skulltula from each Adult Dungeon', 'Free all 9 Gorons in Fire Temple']",1,1
606,"['3 Songs', 'Free all 9 Gorons in Fire Temple']",1,1
607,"['All 8 Zoras Domain area Skulltulas', 'Free all 9 Gorons in Fire Temple']",1,1
608,"['Beat Dodongos Cavern', 'Defeat Barinade']",1,1
609,"['Defeat Barinade', 'Defeat Meg (purple Poe)']",1,1
610,"['5 Magic Beans', 'Defeat Meg (purple Poe)']",1,1
611,"['5 Magic Beans', 'Beat Dodongos Cavern', 'Defeat Barinade']",1,1
612,"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Defeat Barinade']",1,1
613,"['1 Skulltula from each Adult Dungeon', '5 Magic Beans', 'Beat Dodongos Cavern']",1,1
614,"['1 Skulltula from each Adult Dungeon', '3 Songs', '3 Tunics']",1,1
615,"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 8 Zoras Domain area Skulltulas']",1,1
616,"['1 Skulltula from each Adult Dungeon', '3 Songs', 'All 8 Zoras Domain area Skulltulas']",1,1
617,"['3 Songs', '3 Tunics', 'All 8 Zoras Domain area Skulltulas']",1,1
618,"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Free all 9 Gorons in Fire Temple']",1,1
619,"['1 Skulltula from each Adult Dungeon', '3 Songs', 'Free all 9 Gorons in Fire Temple']",1,1
620,"['3 Songs', '3 Tunics', 'Free all 9 Gorons in Fire Temple']",1,1
621,"['1 Skulltula from each Adult Dungeon', 'All 8 Zoras Domain area Skulltulas', 'Free all 9 Gorons in Fire Temple']",1,1
622,"['3 Tunics', 'All 8 Zoras Domain area Skulltulas', 'Free all 9 Gorons in Fire Temple']",1,1
623,"['3 Songs', 'All 8 Zoras Domain area Skulltulas', 'Free all 9 Gorons in Fire Temple']",1,1
624,"['1 Skulltula from each Adult Dungeon', 'Beat Dodongos Cavern', 'Defeat Barinade']",1,1
625,"['4 Unused Keys in Forest Temple', '5 Zora area HPs', 'All 3 Elemental Arrows', 'Beat the Fire Temple', 'Map & Compass in Dodongos Cavern']",1,1
626,"['4 Unused Keys in Forest Temple', 'All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple', 'Dins Fire', 'Quiver (40)']",1,1
627,"['7 Hearts (no duping)', 'All 4 Child Skulltulas in Zoras Domain Area', 'Exactly 30 Deku Sticks']",1,1
628,"['3 Shields & 3 Tunics', '7 Hearts (no duping)', 'Exactly 30 Deku Sticks']",1,1
629,"['3 Shields & 3 Tunics', 'All 4 Child Skulltulas in Zoras Domain Area', 'Exactly 30 Deku Sticks']",1,1
630,"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Exactly 30 Deku Sticks']",1,1
631,"['1 Skulltula from each Adult Dungeon', '7 Hearts (no duping)', 'Exactly 30 Deku Sticks']",1,1
632,"['3 Shields & 3 Tunics', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
