goal combination,count,pick count
"['All 3 Elemental Arrows', 'Plant bean in Death Mountain Crater']",6,0
"['All 3 Elemental Arrows', 'Quiver (50)']",7,0
"['All 3 Elemental Arrows', 'Sarias Song']",11,2
"['All 3 Elemental Arrows', 'Silver Scale']",6,1
"['All 3 Elemental Arrows', 'Two Fairy Spells']",11,2
"['All 3 Elemental Arrows', 'Win Bombchu Bowling Prize']",6,0
"['All 3 Elemental Arrows', 'Zora Tunic']",7,1
"['All 3 Skulltulas in Bottom of the Well', 'All 4 Market area Skulltulas']",6,4
"['All 3 Skulltulas in Bottom of the Well', 'Beat the Forest Temple']",6,0
"['All 3 Skulltulas in Bottom of the Well', 'Beat the Spirit Temple']",6,0
"['All 3 Skulltulas in Bottom of the Well', 'Both Rusty Switches in Spirit Temple']",8,0
"['All 3 Skulltulas in Bottom of the Well', 'Green Gauntlets']",6,0
"['All 3 Skulltulas in Bottom of the Well', 'Obtain all 5 Small Keys in Shadow Temple']",6,6
"['All 3 Skulltulas in Bottom of the Well', 'Open 3 Boss Key Doors']",6,4
"['All 3 Skulltulas in Bottom of the Well', 'Open All 6 Gold Rupee Chests']",7,2
"['All 3 Skulltulas in Bottom of the Well', 'Quiver (50)']",6,0
"['All 3 Skulltulas in Bottom of the Well', 'Two Fairy Spells']",6,1
"['All 3 Skulltulas in Ice Cavern', 'Goron Bracelet']",6,3
"['All 4 Child Skulltulas in Zoras Domain Area', 'Both Rusty Switches in Spirit Temple']",7,1
"['All 4 Child Skulltulas in Zoras Domain Area', 'Goron Tunic']",6,2
"['All 4 Market area Skulltulas', 'Clear 10 Silver Rupee Rooms']",8,1
"['All 4 Market area Skulltulas', 'Defeat Twinrova']",6,1
"['All 4 Market area Skulltulas', 'Exactly 30 Deku Sticks']",7,3
"['All 4 Market area Skulltulas', 'Fire Temple Boss Key']",6,3
"['All 4 Market area Skulltulas', 'Map & Compass in Bottom of the Well']",6,0
"['All 4 Market area Skulltulas', 'Map & Compass in Spirit Temple']",6,1
"['All 4 Market area Skulltulas', 'Obtain all 8 Small Keys in Fire Temple']",7,2
"['All 4 Wasteland/ Colossus area Skulltulas', 'Green Gauntlets']",6,1
"['All 5 Lake Hylia Skulltulas', 'Both Rusty Switches in Spirit Temple']",7,2
"['All 5 Lake Hylia Skulltulas', 'Defeat Twinrova']",8,0
"['All 5 Lake Hylia Skulltulas', 'Defeat Volvagia']",9,3
"['All 5 Lake Hylia Skulltulas', 'Goron Tunic']",9,0
"['All 5 Lake Hylia Skulltulas', 'Map & Compass in Spirit Temple']",11,3
"['All 5 Lake Hylia Skulltulas', 'Open 3 Gold Rupee Chests']",6,3
"['All 5 Lake Hylia Skulltulas', 'Open All 6 Gold Rupee Chests']",8,2
"['All 5 Lake Hylia Skulltulas', 'Open the Final Door of Shadow Trial']",6,2
"['All 5 Lake Hylia Skulltulas', 'Open the Final Door of Water Trial']",6,2
"['All 5 Skulltulas in Dodongos Cavern', 'All 5 Skulltulas in Water Temple']",6,4
"['All 5 Skulltulas in Fire Temple', 'Clear 10 Silver Rupee Rooms']",11,2
"['All 5 Skulltulas in Forest Temple', 'Both Rusty Switches in Spirit Temple']",6,0
"['All 5 Skulltulas in Forest Temple', 'Open All 6 Gold Rupee Chests']",6,0
"['All 5 Skulltulas in Shadow Temple', 'Open All 6 Gold Rupee Chests']",7,1
"['All 5 Skulltulas in Water Temple', 'All 8 Zoras Domain area Skulltulas']",7,0
"['All 5 Skulltulas in Water Temple', 'Beat the Spirit Temple']",9,1
"['All 5 Skulltulas in Water Temple', 'Bolero of Fire']",7,0
"['All 5 Skulltulas in Water Temple', 'Both Rusty Switches in Spirit Temple']",13,3
"['All 5 Skulltulas in Water Temple', 'Clear 10 Silver Rupee Rooms']",10,0
"['All 5 Skulltulas in Water Temple', 'Defeat Twinrova']",8,2
"['All 5 Skulltulas in Water Temple', 'Fire Temple Boss Key']",6,1
"['All 5 Skulltulas in Water Temple', 'Map & Compass in Bottom of the Well']",7,1
"['All 5 Skulltulas in Water Temple', 'Megaton Hammer']",6,4
"['All 8 Death Mountain area Skulltulas', 'Both Rusty Switches in Spirit Temple']",6,1
"['All 8 Zoras Domain area Skulltulas', 'Both Rusty Switches in Spirit Temple']",7,1
"['All 8 Zoras Domain area Skulltulas', 'Map & Compass in Spirit Temple']",9,0
"['All 8 Zoras Domain area Skulltulas', 'Obtain all 5 Small Keys in Shadow Temple']",7,1
"['All 8 Zoras Domain area Skulltulas', 'Open the Final Door of Spirit Trial']",7,1
"['All 8 Zoras Domain area Skulltulas', 'Open the Final Door of Water Trial']",6,0
"['Beat Dodongos Cavern', 'Clear 10 Silver Rupee Rooms']",6,2
"['Beat the Fire Temple', 'Beat the Spirit Temple']",13,2
"['Beat the Fire Temple', 'Clear 10 Silver Rupee Rooms']",9,2
"['Beat the Fire Temple', 'Defeat Twinrova']",6,0
"['Beat the Fire Temple', 'Giants Wallet']",6,3
"['Beat the Spirit Temple', 'Bullet Bag (50)']",7,0
"['Beat the Spirit Temple', 'Defeat Volvagia']",7,2
"['Beat the Spirit Temple', 'Exactly 30 Deku Sticks']",9,1
"['Beat the Spirit Temple', 'Fire Temple Boss Key']",7,1
"['Beat the Spirit Temple', 'Forest Temple Boss Key']",8,0
"['Beat the Spirit Temple', 'Ganons Castle Boss Key']",6,3
"['Beat the Spirit Temple', 'Goron Bracelet']",6,1
"['Beat the Spirit Temple', 'Goron Tunic']",9,3
"['Beat the Spirit Temple', 'Green Gauntlets']",6,1
"['Beat the Spirit Temple', 'Lens of Truth']",7,0
"['Beat the Spirit Temple', 'Nayrus Love']",8,2
"['Beat the Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",11,3
"['Beat the Spirit Temple', 'Open 3 Gold Rupee Chests']",9,4
"['Beat the Spirit Temple', 'Open the Final Door of Shadow Trial']",8,1
"['Beat the Spirit Temple', 'Open the Final Door of Water Trial']",10,0
"['Beat the Water Temple', 'Green Gauntlets']",6,1
"['Bolero of Fire', 'Defeat Twinrova']",6,0
"['Boomerang', 'Both Rusty Switches in Spirit Temple']",6,0
"['Both Gerudo Valley HPs', 'Green Gauntlets']",6,1
"['Both HPs in Lost Woods', 'Bullet Bag (50)']",7,0
"['Both Rusty Switches in Spirit Temple', 'Bronze Gauntlets']",6,3
"['Both Rusty Switches in Spirit Temple', 'Clear 8 Silver Rupee Rooms']",9,0
"['Both Rusty Switches in Spirit Temple', 'Defeat Dark Link']",9,2
"['Both Rusty Switches in Spirit Temple', 'Dins Fire']",10,0
"['Both Rusty Switches in Spirit Temple', 'Exactly 20 Deku Sticks']",6,1
"['Both Rusty Switches in Spirit Temple', 'Fire Temple Boss Key']",6,0
"['Both Rusty Switches in Spirit Temple', 'Goron Bracelet']",10,0
"['Both Rusty Switches in Spirit Temple', 'Green Gauntlets']",12,3
"['Both Rusty Switches in Spirit Temple', 'Map & Compass in Bottom of the Well']",9,4
"['Both Rusty Switches in Spirit Temple', 'Map & Compass in Dodongos Cavern']",6,0
"['Both Rusty Switches in Spirit Temple', 'Minuet of Forest']",7,2
"['Both Rusty Switches in Spirit Temple', 'Obtain all 5 Small Keys in Shadow Temple']",13,4
"['Both Rusty Switches in Spirit Temple', 'Open the Final Door of Spirit Trial']",11,2
"['Both Rusty Switches in Spirit Temple', 'Quiver (50)']",16,5
"['Bottled Fairy', 'Open All 6 Gold Rupee Chests']",6,0
"['Bronze Gauntlets', 'Two Fairy Spells']",7,2
"['Bullet Bag (50)', 'Clear 10 Silver Rupee Rooms']",9,1
"['Bullet Bag (50)', 'Open All 6 Gold Rupee Chests']",9,2
"['Bullet Bag (50)', 'Open the Final Door of Spirit Trial']",6,1
"['Clear 10 Silver Rupee Rooms', 'Defeat Dark Link']",6,0
"['Clear 10 Silver Rupee Rooms', 'Defeat Volvagia']",9,3
"['Clear 10 Silver Rupee Rooms', 'Desert Colossus HP']",8,0
"['Clear 10 Silver Rupee Rooms', 'Double Defense']",6,1
"['Clear 10 Silver Rupee Rooms', 'Double Magic']",6,3
"['Clear 10 Silver Rupee Rooms', 'Fire Medallion']",7,1
"['Clear 10 Silver Rupee Rooms', 'Forest Medallion']",7,0
"['Clear 10 Silver Rupee Rooms', 'Giants Knife']",6,0
"['Clear 10 Silver Rupee Rooms', 'Green Gauntlets']",12,1
"['Clear 10 Silver Rupee Rooms', 'Light Arrows']",8,0
"['Clear 10 Silver Rupee Rooms', 'Map & Compass in Bottom of the Well']",9,4
"['Clear 10 Silver Rupee Rooms', 'Map & Compass in Dodongos Cavern']",9,3
"['Clear 10 Silver Rupee Rooms', 'Map & Compass in Fire Temple']",8,0
"['Clear 10 Silver Rupee Rooms', 'Nayrus Love']",11,5
"['Clear 10 Silver Rupee Rooms', 'Open the Final Door of Spirit Trial']",6,3
"['Clear 10 Silver Rupee Rooms', 'Open the Final Door of Water Trial']",7,1
"['Clear 10 Silver Rupee Rooms', 'Two Fairy Spells']",8,1
"['Clear 8 Silver Rupee Rooms', 'Open All 6 Gold Rupee Chests']",9,3
"['Defeat 4 Different Iron Knuckles', 'Farores Wind']",7,3
"['Defeat 4 Different Iron Knuckles', 'Fire Temple Boss Key']",6,0
"['Defeat 4 Different Iron Knuckles', 'Green Gauntlets']",8,1
"['Defeat 4 Different Iron Knuckles', 'Open 3 Gold Rupee Chests']",6,1
"['Defeat Dark Link', 'Green Gauntlets']",6,4
"['Defeat Meg (purple Poe)', 'Open All 6 Gold Rupee Chests']",7,3
"['Defeat Nabooru-Knuckle', 'Green Gauntlets']",6,0
"['Defeat Nabooru-Knuckle', 'Open All 6 Gold Rupee Chests']",6,5
"['Defeat Twinrova', 'Double Magic']",6,0
"['Defeat Twinrova', 'Exactly 20 Deku Sticks']",8,0
"['Defeat Twinrova', 'Exactly 30 Deku Sticks']",7,2
"['Defeat Twinrova', 'Farores Wind']",6,2
"['Defeat Twinrova', 'Goron Bracelet']",7,1
"['Defeat Twinrova', 'Green Gauntlets']",6,0
"['Defeat Twinrova', 'Obtain all 5 Small Keys in Shadow Temple']",6,1
"['Defeat Volvagia', 'Exactly 30 Deku Sticks']",6,1
"['Defeat Volvagia', 'Map & Compass in Bottom of the Well']",6,3
"['Defeat Volvagia', 'Map & Compass in Spirit Temple']",9,2
"['Defeat Volvagia', 'Open 3 Gold Rupee Chests']",6,1
"['Desert Colossus HP', 'Green Gauntlets']",10,2
"['Dins Fire', 'Open 2 Boss Key Doors']",6,1
"['Dins Fire', 'Open All 6 Gold Rupee Chests']",10,2
"['Double Defense', 'Open All 6 Gold Rupee Chests']",6,0
"['Exactly 20 Deku Sticks', 'Fire Medallion']",6,2
"['Exactly 20 Deku Sticks', 'Goron Bracelet']",9,1
"['Exactly 20 Deku Sticks', 'Green Gauntlets']",10,1
"['Exactly 20 Deku Sticks', 'Open 3 Boss Key Doors']",6,0
"['Exactly 20 Deku Sticks', 'Open All 6 Gold Rupee Chests']",7,1
"['Exactly 30 Deku Sticks', 'Goron Bracelet']",9,2
"['Exactly 30 Deku Sticks', 'Green Gauntlets']",9,5
"['Exactly 30 Deku Sticks', 'Map & Compass in Jabu-Jabu']",6,0
"['Exactly 30 Deku Sticks', 'Open All 6 Gold Rupee Chests']",9,7
"['Exactly 30 Deku Sticks', 'Two Fairy Spells']",6,2
"['Fire Medallion', 'Map & Compass in Spirit Temple']",10,2
"['Fire Medallion', 'Quiver (40)']",6,0
"['Fire Temple Boss Key', 'Goron Bracelet']",6,1
"['Fire Temple Boss Key', 'Green Gauntlets']",11,1
"['Fire Temple Boss Key', 'Map & Compass in Spirit Temple']",6,0
"['Forest Temple Boss Key', 'Goron Bracelet']",7,1
"['Forest Temple Boss Key', 'Green Gauntlets']",10,3
"['Forest Temple Boss Key', 'Open the Final Door of Shadow Trial']",7,1
"['Forest Temple Boss Key', 'Two Fairy Spells']",6,0
"['Ganons Castle Boss Key', 'Obtain all 5 Small Keys in Shadow Temple']",6,0
"['Goron Bracelet', 'Open All 6 Gold Rupee Chests']",13,2
"['Goron Tunic', 'Green Gauntlets']",7,1
"['Green Gauntlets', 'Lens of Truth']",7,0
"['Green Gauntlets', 'Light Arrows']",6,1
"['Green Gauntlets', 'Lon Lon Ranch HP']",7,1
"['Green Gauntlets', 'Map & Compass in Bottom of the Well']",6,2
"['Green Gauntlets', 'Map & Compass in Dodongos Cavern']",7,2
"['Green Gauntlets', 'Minuet of Forest']",6,3
"['Green Gauntlets', 'Open 5 Gold Rupee Chests']",7,2
"['Green Gauntlets', 'Open All 6 Gold Rupee Chests']",9,7
"['Green Gauntlets', 'Requiem of Spirit']",8,1
"['Green Gauntlets', 'Zora Tunic']",6,6
"['Lens of Truth', 'Open All 6 Gold Rupee Chests']",8,1
"['Light Arrows', 'Open All 6 Gold Rupee Chests']",7,0
"['Map & Compass in Bottom of the Well', 'Map & Compass in Forest Temple']",6,6
"['Map & Compass in Bottom of the Well', 'Open All 6 Gold Rupee Chests']",6,0
"['Map & Compass in Forest Temple', 'Open All 6 Gold Rupee Chests']",6,0
"['Map & Compass in Forest Temple', 'Two Fairy Spells']",7,1
"['Map & Compass in Spirit Temple', 'Open the Final Door of Shadow Trial']",6,4
"['Obtain all 5 Small Keys in Shadow Temple', 'Open All 6 Gold Rupee Chests']",9,3
"['Obtain all 5 Small Keys in Shadow Temple', 'Win Bombchu Bowling Prize']",6,1
"['Obtain all 8 Small Keys in Fire Temple', 'Two Fairy Spells']",7,1
"['Open 3 Gold Rupee Chests', 'Two Fairy Spells']",6,3
"['Open All 6 Gold Rupee Chests', 'Open the Final Door of Spirit Trial']",9,2
"['Open All 6 Gold Rupee Chests', 'Quiver (50)']",7,1
"['Open All 6 Gold Rupee Chests', 'Silver Gauntlets']",8,1
"['Open All 6 Gold Rupee Chests', 'Zora Tunic']",6,1
